codigo,nombre,tipo,nivel,naturaleza,codigo_padre,acepta_movimientos
61060131,Elementos de proteccion personal,costo,5,debito,610601,1
61060132,Bienestar social y estimulos,costo,5,debito,610601,1
610602,Honorarios medicos,costo,4,debito,6106,0
61060201,Honorarios médicos,costo,5,debito,610602,1
610603,Impuestos asumidos,costo,4,debito,6106,0
61060301,IVA asumido compras 19%,costo,5,debito,610603,1
61060302,IVA asumido compras 5%,costo,5,debito,610603,1
61060303,IVA asumido servicios 19%,costo,5,debito,610603,1
61060304,IVA asumido honorarios 19%,costo,5,debito,610603,1
61060305,IVA asumido arrendamientos 19%,costo,5,debito,610603,1
61060306,Otros impuestos,costo,5,debito,610603,1
610604,Arrendamientos operativos,costo,4,debito,6106,0
61060401,Construcciones o edificaciones,costo,5,debito,610604,1
61060402,Maquinaria,costo,5,debito,610604,1
61060403,Equipo médico-científico,costo,5,debito,610604,1
61060404,Equipo de oficina,costo,5,debito,610604,1
61060405,Muebles y enseres,costo,5,debito,610604,1
61060406,Equipo de transporte,costo,5,debito,610604,1
61060407,Adminsitracion de Locales,costo,5,debito,610604,1
61060408,Otros activos,costo,5,debito,610604,1
610605,Contribuciones y afiliaciones,costo,4,debito,6106,0
61060501,Contribuciones,costo,5,debito,610605,1
61060502,Afiliaciones y sostenimiento,costo,5,debito,610605,1
610606,Seguros,costo,4,debito,6106,0
61060601,Manejo,costo,5,debito,610606,1
61060602,Cumplimiento,costo,5,debito,610606,1
61060603,Vida colectiva,costo,5,debito,610606,1
61060604,Incendio,costo,5,debito,610606,1
61060605,Terremoto,costo,5,debito,610606,1
61060606,Sustracción y hurto,costo,5,debito,610606,1
61060607,Equipo de transporte,costo,5,debito,610606,1
61060608,Responsabilidad civil y extracontractual,costo,5,debito,610606,1
61060609,Obligatorio accidente de tránsito,costo,5,debito,610606,1
61060610,Transporte,costo,5,debito,610606,1
610607,Servicios,costo,4,debito,6106,0
61060701,Servicio de aseo,costo,5,debito,610607,1
61060702,Vigilancia,costo,5,debito,610607,1
61060703,Temporales,costo,5,debito,610607,1
61060704,Asistencia técnica,costo,5,debito,610607,1
61060705,Procesamiento electrónico de datos,costo,5,debito,610607,1
61060706,Acueducto y alcantarillado,costo,5,debito,610607,1
61060707,Energía eléctrica,costo,5,debito,610607,1
61060708,Teléfono,costo,5,debito,610607,1
61060709,Transporte. fletes y acarreos,costo,5,debito,610607,1
61060710,Gas,costo,5,debito,610607,1
61060711,Publicidad,costo,5,debito,610607,1
61060712,Comunicaciones,costo,5,debito,610607,1
61060713,Otros servicios,costo,5,debito,610607,1
61060714,Servicio de restaurante,costo,5,debito,610607,1
610608,Gastos legales,costo,4,debito,6106,0
61060801,Notariales,costo,5,debito,610608,1
61060802,Registro mercantil,costo,5,debito,610608,1
61060803,Trámites y licencias,costo,5,debito,610608,1
61060804,Aduaneros,costo,5,debito,610608,1
61060805,Otros gastos legales,costo,5,debito,610608,1
610609,Gastos de reparacion y mantenimiento,costo,4,debito,6106,0
61060901,Construcciones y edificaciones,costo,5,debito,610609,1
61060902,Maquinaria y equipo,costo,5,debito,610609,1
61060903,Equipo médico-científico,costo,5,debito,610609,1
61060904,Equipo de oficina,costo,5,debito,610609,1
61060905,Equipo de computación y comunicación,costo,5,debito,610609,1
61060906,Equipo de transporte,costo,5,debito,610609,1
61060907,Otros mantenimientos y reparaciones,costo,5,debito,610609,1
610610,Adecuación e instalación,costo,4,debito,6106,0
61061001,Instalaciones eléctricas,costo,5,debito,610610,1
61061002,Arreglos ornamentales,costo,5,debito,610610,1
61061003,Reparaciones locativas,costo,5,debito,610610,1
610611,Gastos de transporte,costo,4,debito,6106,0
61061101,Alojamiento y manutención,costo,5,debito,610611,1
61061102,Pasajes aéreos,costo,5,debito,610611,1
61061103,Pasajes terrestres,costo,5,debito,610611,1
61061104,Otros gastos de transporte,costo,5,debito,610611,1
610612,Depreciación de propiedades. planta y eq,costo,4,debito,6106,0
61061201,Edificaciones,costo,5,debito,610612,1
61061202,Maquinaria y equipo,costo,5,debito,610612,1
61061203,Equipo de oficina,costo,5,debito,610612,1
61061204,Equipo de computación y comunicación,costo,5,debito,610612,1
61061205,Equipo médico-científico,costo,5,debito,610612,1
61061206,Equipo de transporte,costo,5,debito,610612,1
610613,Otros costos,costo,4,debito,6106,0
61061301,Elementos de aseo y cafetería,costo,5,debito,610613,1
61061302,Útiles. papelería y fotocopias,costo,5,debito,610613,1
61061303,Taxis y buses,costo,5,debito,610613,1
61061304,Parqueaderos,costo,5,debito,610613,1
61061305,Otros costos diversos,costo,5,debito,610613,1
61061306,Envases y empaques,costo,5,debito,610613,1
610614,Consumos de inventario,costo,4,debito,6106,0
61061401,Consumos de Medicamentos,costo,5,debito,610614,1
61061402,Consumos de Material médico quirúrgico,costo,5,debito,610614,1
61061403,Consumos de Materiales reactivos y de la,costo,5,debito,610614,1
61061404,Consumos de Materiales odontológicos,costo,5,debito,610614,1
61061405,Consumos de Materiales para imagenologia,costo,5,debito,610614,1
61061406,Consumos de Banco de sangre,costo,5,debito,610614,1
61061407,Consumos de Elementos de aseo y lavander,costo,5,debito,610614,1
61061408,Consumos de Otros materiales,costo,5,debito,610614,1
61061409,Deterioro de inventarios,costo,5,debito,610614,1
6107,Unidad funcional de mercadeo,costo,3,debito,61,0
610701,Costos de nomina,costo,4,debito,6107,0
61070101,Sueldos,costo,5,debito,610701,1
61070102,Salario integral,costo,5,debito,610701,1
61070103,Horas extras,costo,5,debito,610701,1
61070104,Recargos Nocturnos,costo,5,debito,610701,1
61070105,Recargos dominicales y festivos,costo,5,debito,610701,1
61070106,Bonos de alimentacion,costo,5,debito,610701,1
61070107,Alimentación directa,costo,5,debito,610701,1
61070108,Auxilio de transporte,costo,5,debito,610701,1
61070109,Bonificacion Salarial,costo,5,debito,610701,1
61070110,Bonificacion no Salarial,costo,5,debito,610701,1
61070111,Auxilio de movilidad y rodamiento,costo,5,debito,610701,1
61070112,Otros beneficios económicos,costo,5,debito,610701,1
61070113,Incapacidades,costo,5,debito,610701,1
61070114,Indemnizaciones laborales,costo,5,debito,610701,1
61070115,Aportes arl,costo,5,debito,610701,1
61070116,Aportes a eps,costo,5,debito,610701,1
61070117,Aportes a fondos de pensiones y/o cesant,costo,5,debito,610701,1
61070118,Aportes cajas de compensación familiar,costo,5,debito,610701,1
61070119,Aportes icbf,costo,5,debito,610701,1
61070120,Sena,costo,5,debito,610701,1
61070121,Cesantías,costo,5,debito,610701,1
61070122,Intereses sobre cesantías,costo,5,debito,610701,1
61070123,Vacaciones,costo,5,debito,610701,1
61070124,Prima de servicios,costo,5,debito,610701,1
61070125,Comisiones,costo,5,debito,610701,1
61070126,Viáticos ocasionales,costo,5,debito,610701,1
61070127,Dotación y suministro a trabajadores,costo,5,debito,610701,1
61070128,Capacitación al personal,costo,5,debito,610701,1
61070129,Auxilios de Educacion,costo,5,debito,610701,1
61070130,Apoyo aprendices,costo,5,debito,610701,1
61070131,Elementos de proteccion personal,costo,5,debito,610701,1
61070132,Bienestar social y estimulos,costo,5,debito,610701,1
610702,Honorarios medicos,costo,4,debito,6107,0
61070201,Honorarios médicos,costo,5,debito,610702,1
610703,Impuestos asumidos,costo,4,debito,6107,0
61070301,IVA asumido compras 19%,costo,5,debito,610703,1
61070302,IVA asumido compras 5%,costo,5,debito,610703,1
61070303,IVA asumido servicios 19%,costo,5,debito,610703,1
61070304,IVA asumido honorarios 19%,costo,5,debito,610703,1
61070305,IVA asumido arrendamientos 19%,costo,5,debito,610703,1
61070306,Otros impuestos,costo,5,debito,610703,1
610704,Arrendamientos operativos,costo,4,debito,6107,0
61070401,Construcciones o edificaciones,costo,5,debito,610704,1
61070402,Maquinaria,costo,5,debito,610704,1
61070403,Equipo médico-científico,costo,5,debito,610704,1
61070404,Equipo de oficina,costo,5,debito,610704,1
61070405,Muebles y enseres,costo,5,debito,610704,1
61070406,Equipo de transporte,costo,5,debito,610704,1
61070407,Administracion de Locales,costo,5,debito,610704,1
61070408,Otros activos,costo,5,debito,610704,1
610705,Contribuciones y afiliaciones,costo,4,debito,6107,0
61070501,Contribuciones,costo,5,debito,610705,1
61070502,Afiliaciones y sostenimiento,costo,5,debito,610705,1
610706,Seguros,costo,4,debito,6107,0
61070601,Manejo,costo,5,debito,610706,1
61070602,Cumplimiento,costo,5,debito,610706,1
61070603,Vida colectiva,costo,5,debito,610706,1
61070604,Incendio,costo,5,debito,610706,1
61070605,Terremoto,costo,5,debito,610706,1
61070606,Sustracción y hurto,costo,5,debito,610706,1
61070607,Equipo de transporte,costo,5,debito,610706,1
61070608,Responsabilidad civil y extracontractual,costo,5,debito,610706,1
61070609,Obligatorio accidente de tránsito,costo,5,debito,610706,1
61070610,Transporte,costo,5,debito,610706,1
610707,Servicios,costo,4,debito,6107,0
61070701,Servicio de aseo,costo,5,debito,610707,1
61070702,Vigilancia,costo,5,debito,610707,1
61070703,Temporales,costo,5,debito,610707,1
61070704,Asistencia técnica,costo,5,debito,610707,1
61070705,Procesamiento electrónico de datos,costo,5,debito,610707,1
61070706,Acueducto y alcantarillado,costo,5,debito,610707,1
61070707,Energía eléctrica,costo,5,debito,610707,1
61070708,Teléfono,costo,5,debito,610707,1
61070709,Transporte. fletes y acarreos,costo,5,debito,610707,1
61070710,Gas,costo,5,debito,610707,1
61070711,Publicidad,costo,5,debito,610707,1
61070712,Comunicaciones,costo,5,debito,610707,1
61070713,Otros servicios,costo,5,debito,610707,1
61070714,Servicio de restaurante,costo,5,debito,610707,1
610708,Gastos legales,costo,4,debito,6107,0
61070801,Notariales,costo,5,debito,610708,1
61070802,Registro mercantil,costo,5,debito,610708,1
61070803,Trámites y licencias,costo,5,debito,610708,1
61070804,Aduaneros,costo,5,debito,610708,1
61070805,Otros gastos legales,costo,5,debito,610708,1
610709,Gastos de reparacion y mantenimiento,costo,4,debito,6107,0
61070901,Construcciones y edificaciones,costo,5,debito,610709,1
61070902,Maquinaria y equipo,costo,5,debito,610709,1
61070903,Equipo médico-científico,costo,5,debito,610709,1
61070904,Equipo de oficina,costo,5,debito,610709,1
61070905,Equipo de computación y comunicación,costo,5,debito,610709,1
61070906,Equipo de transporte,costo,5,debito,610709,1
61070907,Otros mantenimientos y reparaciones,costo,5,debito,610709,1
610710,Adecuación e instalación,costo,4,debito,6107,0
61071001,Instalaciones eléctricas,costo,5,debito,610710,1
61071002,Arreglos ornamentales,costo,5,debito,610710,1
61071003,Reparaciones locativas,costo,5,debito,610710,1
610711,Gastos de transporte,costo,4,debito,6107,0
61071101,Alojamiento y manutención,costo,5,debito,610711,1
61071102,Pasajes aéreos,costo,5,debito,610711,1
61071103,Pasajes terrestres,costo,5,debito,610711,1
61071104,Otros gastos de transporte,costo,5,debito,610711,1
610712,Depreciación de propiedades. planta y eq,costo,4,debito,6107,0
61071201,Edificaciones,costo,5,debito,610712,1
61071202,Maquinaria y equipo,costo,5,debito,610712,1
61071203,Equipo de oficina,costo,5,debito,610712,1
61071204,Equipo de computación y comunicación,costo,5,debito,610712,1
61071205,Equipo médico-científico,costo,5,debito,610712,1
61071206,Equipo de transporte,costo,5,debito,610712,1
610713,Otros costos,costo,4,debito,6107,0
61071301,Elementos de aseo y cafetería,costo,5,debito,610713,1
61071302,Útiles. papelería y fotocopias,costo,5,debito,610713,1
61071303,Taxis y buses,costo,5,debito,610713,1
61071304,Parqueaderos,costo,5,debito,610713,1
61071305,Otros costos diversos,costo,5,debito,610713,1
61071306,Envases y empaques,costo,5,debito,610713,1
610714,Consumos de inventario,costo,4,debito,6107,0
61071401,Consumos de Medicamentos,costo,5,debito,610714,1
61071402,Consumos de Material médico quirúrgico,costo,5,debito,610714,1
61071403,Consumos de Materiales reactivos y de la,costo,5,debito,610714,1
61071404,Consumos de Materiales odontológicos,costo,5,debito,610714,1
61071405,Consumos de Materiales para imagenologia,costo,5,debito,610714,1
61071406,Consumos de Banco de sangre,costo,5,debito,610714,1
61071407,Consumos de Elementos de aseo y lavander,costo,5,debito,610714,1
61071408,Consumos de Otros materiales,costo,5,debito,610714,1
61071409,Deterioro de inventarios,costo,5,debito,610714,1
6108,Otras actividades relacionadas con la sa,costo,3,debito,61,0
610801,Costos de nomina,costo,4,debito,6108,0
61080101,Sueldos,costo,5,debito,610801,1
61080102,Salario integral,costo,5,debito,610801,1
61080103,Horas extras,costo,5,debito,610801,1
61080104,Recargos Nocturnos,costo,5,debito,610801,1
61080105,Recargos dominicales y festivos,costo,5,debito,610801,1
61080106,Bonos de alimentacion,costo,5,debito,610801,1
61080107,Alimentación directa,costo,5,debito,610801,1
61080108,Auxilio de transporte,costo,5,debito,610801,1
61080109,Bonificacion Salarial,costo,5,debito,610801,1
61080110,Bonificacion no Salarial,costo,5,debito,610801,1
61080111,Auxilio de movilidad y rodamiento,costo,5,debito,610801,1
61080112,Otros beneficios económicos,costo,5,debito,610801,1
61080113,Incapacidades,costo,5,debito,610801,1
61080114,Indemnizaciones laborales,costo,5,debito,610801,1
61080115,Aportes arl,costo,5,debito,610801,1
61080116,Aportes a eps,costo,5,debito,610801,1
61080117,Aportes a fondos de pensiones y/o cesant,costo,5,debito,610801,1
61080118,Aportes cajas de compensación familiar,costo,5,debito,610801,1
61080119,Aportes icbf,costo,5,debito,610801,1
61080120,Sena,costo,5,debito,610801,1
61080121,Cesantías,costo,5,debito,610801,1
61080122,Intereses sobre cesantías,costo,5,debito,610801,1
61080123,Vacaciones,costo,5,debito,610801,1
61080124,Prima de servicios,costo,5,debito,610801,1
61080125,Comisiones,costo,5,debito,610801,1
61080126,Viáticos ocasionales,costo,5,debito,610801,1
61080127,Dotación y suministro a trabajadores,costo,5,debito,610801,1
61080128,Capacitación al personal,costo,5,debito,610801,1
61080129,Auxilios de Educacion,costo,5,debito,610801,1
61080131,Elementos de proteccion personal,costo,5,debito,610801,1
61080132,Bienestar social y estimulos,costo,5,debito,610801,1
610802,Honorarios medicos,costo,4,debito,6108,0
61080201,Honorarios médicos,costo,5,debito,610802,1
610803,Impuestos asumidos,costo,4,debito,6108,0
61080301,IVA asumido compras 19%,costo,5,debito,610803,1
61080302,IVA asumido compras 5%,costo,5,debito,610803,1
61080303,IVA asumido servicios 19%,costo,5,debito,610803,1
61080304,IVA asumido honorarios 19%,costo,5,debito,610803,1
61080305,IVA asumido arrendamientos 19%,costo,5,debito,610803,1
61080306,Otros impuestos,costo,5,debito,610803,1
610804,Arrendamientos operativos,costo,4,debito,6108,0
61080401,Construcciones o edificaciones,costo,5,debito,610804,1
61080402,Maquinaria,costo,5,debito,610804,1
61080403,Equipo médico-científico,costo,5,debito,610804,1
61080404,Equipo de oficina,costo,5,debito,610804,1
61080405,Muebles y enseres,costo,5,debito,610804,1
61080406,Equipo de transporte,costo,5,debito,610804,1
61080407,Administracion de Locales,costo,5,debito,610804,1
61080408,Otros activos,costo,5,debito,610804,1
610805,Contribuciones y afiliaciones,costo,4,debito,6108,0
61080501,Contribuciones,costo,5,debito,610805,1
61080502,Afiliaciones y sostenimiento,costo,5,debito,610805,1
610806,Seguros,costo,4,debito,6108,0
61080601,Manejo,costo,5,debito,610806,1
61080602,Cumplimiento,costo,5,debito,610806,1
61080603,Vida colectiva,costo,5,debito,610806,1
61080604,Incendio,costo,5,debito,610806,1
61080605,Terremoto,costo,5,debito,610806,1
61080606,Sustracción y hurto,costo,5,debito,610806,1
61080607,Equipo de transporte,costo,5,debito,610806,1
61080608,Responsabilidad civil y extracontractual,costo,5,debito,610806,1
61080609,Obligatorio accidente de tránsito,costo,5,debito,610806,1
61080610,Transporte,costo,5,debito,610806,1
610807,Servicios,costo,4,debito,6108,0
61080701,Servicio de aseo,costo,5,debito,610807,1
61080702,Vigilancia,costo,5,debito,610807,1
61080703,Temporales,costo,5,debito,610807,1
61080704,Asistencia técnica,costo,5,debito,610807,1
61080705,Procesamiento electrónico de datos,costo,5,debito,610807,1
61080706,Acueducto y alcantarillado,costo,5,debito,610807,1
61080707,Energía eléctrica,costo,5,debito,610807,1
61080708,Teléfono,costo,5,debito,610807,1
61080709,Transporte. fletes y acarreos,costo,5,debito,610807,1
61080710,Gas,costo,5,debito,610807,1
61080711,Publicidad,costo,5,debito,610807,1
61080712,Comunicaciones,costo,5,debito,610807,1
61080713,Otros servicios,costo,5,debito,610807,1
61080714,Servicio de restaurante,costo,5,debito,610807,1
610808,Gastos legales,costo,4,debito,6108,0
61080801,Notariales,costo,5,debito,610808,1
61080802,Registro mercantil,costo,5,debito,610808,1
61080803,Trámites y licencias,costo,5,debito,610808,1
61080804,Aduaneros,costo,5,debito,610808,1
61080805,Otros gastos legales,costo,5,debito,610808,1
610809,Gastos de reparacion y mantenimiento,costo,4,debito,6108,0
61080901,Construcciones y edificaciones,costo,5,debito,610809,1
61080902,Maquinaria y equipo,costo,5,debito,610809,1
61080903,Equipo médico-científico,costo,5,debito,610809,1
61080904,Equipo de oficina,costo,5,debito,610809,1
61080905,Equipo de computación y comunicación,costo,5,debito,610809,1
61080906,Equipo de transporte,costo,5,debito,610809,1
61080907,Otros mantenimientos y reparaciones,costo,5,debito,610809,1
610810,Adecuación e instalación,costo,4,debito,6108,0
61081001,Instalaciones eléctricas,costo,5,debito,610810,1
61081002,Arreglos ornamentales,costo,5,debito,610810,1
61081003,Reparaciones locativas,costo,5,debito,610810,1
610811,Gastos de transporte,costo,4,debito,6108,0
61081101,Alojamiento y manutención,costo,5,debito,610811,1
61081102,Pasajes aéreos,costo,5,debito,610811,1
61081103,Pasajes terrestres,costo,5,debito,610811,1
61081104,Otros gastos de transporte,costo,5,debito,610811,1
610812,Depreciación de propiedades. planta y eq,costo,4,debito,6108,0
61081201,Edificaciones,costo,5,debito,610812,1
61081202,Maquinaria y equipo,costo,5,debito,610812,1
61081203,Equipo de oficina,costo,5,debito,610812,1
61081204,Equipo de computación y comunicación,costo,5,debito,610812,1
61081205,Equipo médico-científico,costo,5,debito,610812,1
61081206,Equipo de transporte,costo,5,debito,610812,1
610813,Otros costos,costo,4,debito,6108,0
61081301,Elementos de aseo y cafetería,costo,5,debito,610813,1
61081302,Útiles. papelería y fotocopias,costo,5,debito,610813,1
61081303,Taxis y buses,costo,5,debito,610813,1
61081304,Parqueaderos,costo,5,debito,610813,1
61081305,Otros costos diversos,costo,5,debito,610813,1
