codigo,nombre,tipo,nivel,naturaleza,codigo_padre,acepta_movimientos
1,ACTIVO,activo,1,debito,,0
11,EFECTIVO Y EQUIVALENTES AL EFECTIVO,activo,2,debito,1,0
1101,Efectivo,activo,3,debito,11,0
110101,Caja general,activo,4,debito,1101,0
11010104,Caja Tarjeta 23701 karol,activo,5,debito,110101,1
11010105,Caja Tarjeta transportes 14287,activo,5,debito,110101,1
11010106,Caja general copagos MDE,activo,5,debito,110101,1
11010107,Caja tarjeta 93776 CALI,activo,5,debito,110101,1
11010108,Caja tarjeta 70283 MDE,activo,5,debito,110101,1
11010109,Caja tarjeta 79266 MELANY,activo,5,debito,110101,1
11010110,Caja tarjeta 48890 PEREIRA,activo,5,debito,110101,1
11010111,Caja copagos Pereira,activo,5,debito,110101,1
110102,Cajas menores,activo,4,debito,1101,0
11010204,Tarjeta prepago 23701 karol,activo,5,debito,110102,1
11010205,Tarjeta prepago transportes 14287,activo,5,debito,110102,1
11010206,Tarjeta prepago admin 70283 MEDELLIN,activo,5,debito,110102,1
11010207,Tarjeta prepago 93776 CALI,activo,5,debito,110102,1
11010208,Tarjeta prepago 48890 PEREIRA,activo,5,debito,110102,1
11010209,Tarjeta prepago 79266 MELANY,activo,5,debito,110102,1
11010210,Caja copago SURA,activo,5,debito,110102,1
11010211,Caja copagos CALI,activo,5,debito,110102,1
11010212,Caja base Cali,activo,5,debito,110102,1
110104,Bancos cuentas corrientes-moneda naciona,activo,4,debito,1101,0
11010406,Bancos cuentas corrientes-moneda naciona,activo,5,debito,110104,1
110106,Bancos cuentas de ahorro-bancos moneda n,activo,4,debito,1101,0
11010606,Cuenta de ahorros bancolombia #236373132,activo,5,debito,110106,1
11010607,Cuenta banco de bogotá # xxx,activo,5,debito,110106,1
11010699,Partidas conciliatorias,activo,5,debito,110106,1
1103,Equivalentes al efectivo,activo,3,debito,11,0
110301,Depósitos a corto plazo,activo,4,debito,1103,0
11030106,Depósitos a corto plazo,activo,5,debito,110301,1
110302,Inversiones a corto plazo,activo,4,debito,1103,0
11030206,Inversiones a corto plazo,activo,5,debito,110302,1
110303,Fondos fiduciarios a la vista,activo,4,debito,1103,0
11030306,Fondos fiduciarios a la vista,activo,5,debito,110303,1
110305,Sobregiros,activo,4,debito,1103,0
11030506,Sobregiros,activo,5,debito,110305,1
12,INVERSIONES E INSTRUMENTOS DERIVADOS,activo,2,debito,1,0
1201,Derechos de recompra de inversiones,activo,3,debito,12,0
120103,Inversiones en instrumentos de deuda a,activo,4,debito,1201,0
12010306,Inversiones en instrumentos de deuda a,activo,5,debito,120103,1
1202,Inversiones en instrumentos de deuda o p,activo,3,debito,12,0
120201,Certificados de depósito a término,activo,4,debito,1202,0
12020106,Certificados de depósito a término,activo,5,debito,120201,1
120212,Derechos fiduciarios,activo,4,debito,1202,0
12021206,Derechos fiduciarios,activo,5,debito,120212,1
120217,Acciones en Otros sectores,activo,4,debito,1202,0
12021706,Acciones en Otros sectores,activo,5,debito,120217,1
120220,Otros títulos de deuda,activo,4,debito,1202,0
12022006,Otros títulos de deuda,activo,5,debito,120220,1
1222,Deterioro acumulado de inversiones (cr),activo,3,debito,12,0
122201,Inversiones en instrumentos de deuda a,activo,4,debito,1222,0
12220106,Inversiones en instrumentos de deuda a,activo,5,debito,122201,1
1245,Derechos fiduciarios,activo,3,debito,12,0
124505,Fideicomisos de inversión moneda naciona,activo,4,debito,1245,0
12450501,Fiducuenta Bancolombia 3746,activo,5,debito,124505,1
13,CUENTAS POR COBRAR,activo,2,debito,1,0
1301,Deudores del sistema- precio de la trans,activo,3,debito,13,0
130110,Cuentas por cobrar a IPS,activo,4,debito,1301,0
13011006,Prestadores de servicios de salud,activo,5,debito,130110,1
130111,Cuotas moderadoras,activo,4,debito,1301,0
13011101,Régimen Contributivo RC,activo,5,debito,130111,1
13011103,Plan de Atención Complementaria PAC,activo,5,debito,130111,1
13011104,Empresa de Medicina Prepagada EMP,activo,5,debito,130111,1
13011105,Servicio de Ambulancia Prepagada SAP,activo,5,debito,130111,1
130114,Copagos,activo,4,debito,1301,0
13011401,Régimen Contributivo RC,activo,5,debito,130114,1
13011402,Régimen Subsidiado RS,activo,5,debito,130114,1
13011403,Plan de Atención Complementaria PAC,activo,5,debito,130114,1
130125,Cuentas por cobrar salud-pend radicar,activo,4,debito,1301,0
13012506,"Cuentas por cobrar salud,-pend radicar",activo,5,debito,130125,1
13012599,Provision ingresos no facturados,activo,5,debito,130125,1
130126,Cuentas por cobrar salud-radicadas,activo,4,debito,1301,0
13012606,Cuentas por cobrar salud contributivo,activo,5,debito,130126,1
13012607,Cuentas por cobrar salud subsidiado,activo,5,debito,130126,1
130127,Glosas- Radicada,activo,4,debito,1301,0
13012706,Glosas- Radicada,activo,5,debito,130127,1
130128,Glosas-Conciliadas,activo,4,debito,1301,0
13012806,Glosas-Conciliadas,activo,5,debito,130128,1
130129,Particulares,activo,4,debito,1301,0
13012906,Particulares,activo,5,debito,130129,1
1305,Cuentas por cobrar a socios y accionista,activo,3,debito,13,0
130502,Prestamos a accionistas,activo,4,debito,1305,0
13050206,Prestamos a accionistas,activo,5,debito,130502,1
1311,Arrendamiento operativo,activo,3,debito,13,0
131102,Construcciones o edificaciones,activo,4,debito,1311,0
13110206,Construcciones o edificaciones,activo,5,debito,131102,1
1313,Activos no financieros-anticipos,activo,3,debito,13,0
131301,Anticipos a proveedores,activo,4,debito,1313,0
13130106,Anticipos a proveedores,activo,5,debito,131301,1
131303,Anticipos a empleados,activo,4,debito,1313,0
13130306,Anticipos salarios y pagos laborales,activo,5,debito,131303,1
13130307,Anticipos Gastos de viaje,activo,5,debito,131303,1
1314,Anticipo de impuestos y contribuciones o,activo,3,debito,13,0
131401,Anticipo de impuestos de renta y complem,activo,4,debito,1314,0
13140106,Anticipo de impuestos de renta y complem,activo,5,debito,131401,1
13140107,Autoretencion 1.10%,activo,5,debito,131401,1
131402,Retención en la fuente,activo,4,debito,1314,0
13140206,Retención en la fuente por honorarios 11,activo,5,debito,131402,1
13140207,Retención en la fuente por serv de salud,activo,5,debito,131402,1
13140208,Retención en la fuente por datafonos 1.5,activo,5,debito,131402,1
13140209,Retención en la fuente rendtos fros 7,activo,5,debito,131402,1
13140210,Retencion en la fuente por compras 2.5,activo,5,debito,131402,1
13140211,RETENCION SERVICIOS 4%,activo,5,debito,131402,1
13140299,Retencion por cobrar años anteriores,activo,5,debito,131402,1
131403,Impuesto a las ventas retenido,activo,4,debito,1314,0
13140306,Impuesto a las ventas retenido,activo,5,debito,131403,1
131404,Impuesto de industria y comercio retenid,activo,4,debito,1314,0
13140406,Impuesto de industria y comercio retenid,activo,5,debito,131404,1
131406,Impuestos descontables,activo,4,debito,1314,0
13140606,Impuestos descontables,activo,5,debito,131406,1
131407,Otros anticipos de impuestos y contribuc,activo,4,debito,1314,0
13140706,Otros anticipos de impuestos y contribuc,activo,5,debito,131407,1
131499,Saldo a favor por impuestos,activo,4,debito,1314,0
13149901,Saldo a favor IVA,activo,5,debito,131499,1
13149902,Saldo a favor RENTA,activo,5,debito,131499,1
13149903,Saldo a favor RTF (excedentes),activo,5,debito,131499,1
1315,Reclamaciones,activo,3,debito,13,0
131501,A compañías aseguradoras,activo,4,debito,1315,0
13150106,A compañías aseguradoras,activo,5,debito,131501,1
1316,Cuentas por cobrar a trabajadores benefi,activo,3,debito,13,0
131601,Vivienda,activo,4,debito,1316,0
13160106,Vivienda,activo,5,debito,131601,1
131602,Vehículos,activo,4,debito,1316,0
13160206,Vehículos,activo,5,debito,131602,1
131603,Educación,activo,4,debito,1316,0
13160306,Educación,activo,5,debito,131603,1
131604,Médicos y similares,activo,4,debito,1316,0
13160406,Médicos y similares,activo,5,debito,131604,1
131605,Calamidad domestica,activo,4,debito,1316,0
13160506,Calamidad domestica,activo,5,debito,131605,1
131607,Libranzas,activo,4,debito,1316,0
13160705,Libranzas AFC,activo,5,debito,131607,1
13160706,Libranza EMI,activo,5,debito,131607,1
13160707,Libranza Prever,activo,5,debito,131607,1
13160708,Libranza lentes,activo,5,debito,131607,1
13160709,Libranza JFK,activo,5,debito,131607,1
13160710,Libranza caja de compensación,activo,5,debito,131607,1
13160711,Beneficios Comfama,activo,5,debito,131607,1
13160712,Póliza Salud Colectiva,activo,5,debito,131607,1
13160713,Póliza Seguro Vehiculos,activo,5,debito,131607,1
13160714,Libranza Emermedica,activo,5,debito,131607,1
13160715,Póliza Seguro de Vida,activo,5,debito,131607,1
1319,Deudores varios,activo,3,debito,13,0
131902,Intereses,activo,4,debito,1319,0
13190206,Intereses,activo,5,debito,131902,1
131904,Embargos judiciales,activo,4,debito,1319,0
13190406,Embargos judiciales,activo,5,debito,131904,1
131909,Préstamo de medicamentos,activo,4,debito,1319,0
13190906,Préstamo de medicamentos,activo,5,debito,131909,1
131910,Servicios,activo,4,debito,1319,0
13191006,Servicios,activo,5,debito,131910,1
131911,Otros deudores,activo,4,debito,1319,0
13191106,Otros deudores,activo,5,debito,131911,1
13191107,Incapacidades EPS,activo,5,debito,131911,1
13191108,Incapacidades ARL,activo,5,debito,131911,1
13191109,CxC entre compañias,activo,5,debito,131911,1
13191110,Partidas conciliatorias,activo,5,debito,131911,1
1320,Deterioro acumulado de cuentas por cobra,activo,3,debito,13,0
132014,Deudores varios,activo,4,debito,1320,0
13201406,Deudores varios,activo,5,debito,132014,1
1399,Cuenta Puente,activo,3,debito,13,0
139999,Cuenta Puente,activo,4,debito,1399,0
13999999,Cuenta Puente,activo,5,debito,139999,1
14,INVENTARIOS,activo,2,debito,1,0
1403,Inventarios para ser vendidos,activo,3,debito,14,0
140301,Medicamentos,activo,4,debito,1403,0
14030106,Medicamentos,activo,5,debito,140301,1
14030107,IVA mayor valor medicamentos,activo,5,debito,140301,1
140302,Material médico quirúrgico,activo,4,debito,1403,0
14030206,Material médico quirúrgico,activo,5,debito,140302,1
14030207,IVA mayor valor material médico,activo,5,debito,140302,1
140303,Materiales reactivos y de laboratorio,activo,4,debito,1403,0
14030306,Materiales reactivos y de laboratorio,activo,5,debito,140303,1
14030307,IVA mayor valor materiales reactivos,activo,5,debito,140303,1
140304,Materiales odontológicos,activo,4,debito,1403,0
14030406,Materiales odontológicos,activo,5,debito,140304,1
14030407,IVA mayor valor materiales odontológicos,activo,5,debito,140304,1
140305,Materiales para imagenologia,activo,4,debito,1403,0
14030506,Materiales para imagenologia,activo,5,debito,140305,1
140306,Material oftalmico,activo,4,debito,1403,0
14030606,Material oftalmico,activo,5,debito,140306,1
140307,Banco de sangre,activo,4,debito,1403,0
14030706,Banco de sangre,activo,5,debito,140307,1
14030707,IVA mayor valor banco de sangre,activo,5,debito,140307,1
140311,Elementos de aseo y cafeteria,activo,4,debito,1403,0
14031106,Elementos de aseo y cafeteria,activo,5,debito,140311,1
14031107,IVA mayor valor aseo y cafeteria,activo,5,debito,140311,1
140312,Papeleria,activo,4,debito,1403,0
14031206,Papeleria,activo,5,debito,140312,1
14031207,IVA mayor valor papeleria,activo,5,debito,140312,1
140314,Otros materiales,activo,4,debito,1403,0
14031406,Otros materiales,activo,5,debito,140314,1
14031407,IVA mayor valor otros materiales,activo,5,debito,140314,1
1404,Deterioro de inventarios (cr),activo,3,debito,14,0
140401,Inventarios para ser vendidos,activo,4,debito,1404,0
14040106,Inventarios para ser vendidos,activo,5,debito,140401,1
1405,Compensacion BU para traslados,activo,3,debito,14,0
140501,Compensacion BU para traslados,activo,4,debito,1405,0
14050101,Compensacion BU para traslados,activo,5,debito,140501,1
15,PROPIEDAD PLANTA Y EQUIPO,activo,2,debito,1,0
1501,Propiedad planta y equipo al modelo del,activo,3,debito,15,0
150101,Terrenos,activo,4,debito,1501,0
15010106,Terrenos,activo,5,debito,150101,1
150102,Construcciones en curso-construcciones y,activo,4,debito,1501,0
15010206,Construcciones en curso-construcciones y,activo,5,debito,150102,1
15010207,IVA asumido en construcciones en curso-c,activo,5,debito,150102,1
150113,Construcciones y edificaciones-edificios,activo,4,debito,1501,0
15011306,Construcciones y edificaciones-edificios,activo,5,debito,150113,1
15011307,IVA asumido en construcciones y edificac,activo,5,debito,150113,1
150114,Construcciones y edificaciones-oficinas,activo,4,debito,1501,0
15011406,Construcciones y edificaciones-oficinas,activo,5,debito,150114,1
15011407,IVA asumido en construcciones y edificac,activo,5,debito,150114,1
150117,Maquinaria y equipo- industrial,activo,4,debito,1501,0
15011706,Maquinaria y equipo- industrial,activo,5,debito,150117,1
15011707,IVA asumido en maquinaria y equipo- indu,activo,5,debito,150117,1
150124,Equipo de oficina-muebles y enseres,activo,4,debito,1501,0
15012406,Equipo de oficina-muebles y enseres,activo,5,debito,150124,1
15012407,IVA asumido en equipo de oficina-muebles,activo,5,debito,150124,1
150127,Equipo de computación y comunicación-equ,activo,4,debito,1501,0
15012706,Equipo de computación y comunicación-equ,activo,5,debito,150127,1
15012707,IVA asumido en Equipo de computación y c,activo,5,debito,150127,1
150133,Equipo médico científico-equipo de inves,activo,4,debito,1501,0
15013306,Equipo médico científico-equipo de inves,activo,5,debito,150133,1
15013307,IVA asumido en Equipo médico científico-,activo,5,debito,150133,1
150134,Equipo médico,activo,4,debito,1501,0
15013406,Equipo médico,activo,5,debito,150134,1
15013407,IVA asumido en Equipo médico,activo,5,debito,150134,1
150135,Equipo médico científico-equipo de labor,activo,4,debito,1501,0
15013506,Equipo médico científico-equipo de labor,activo,5,debito,150135,1
15013507,IVA asumido en Equipo médico científico-,activo,5,debito,150135,1
150139,Equipo médico -equipo de apoyo diagnósti,activo,4,debito,1501,0
15013906,Equipo médico -equipo de apoyo diagnósti,activo,5,debito,150139,1
15013907,IVA asumido en Equipo médico -equipo de,activo,5,debito,150139,1
150140,Equipo médico-equipo de apoyo terapéutic,activo,4,debito,1501,0
15014006,Equipo médico-equipo de apoyo terapéutic,activo,5,debito,150140,1
15014007,IVA asumido en Equipo médico-equipo de a,activo,5,debito,150140,1
150141,Equipo de servicios ambulatorios,activo,4,debito,1501,0
15014106,Equipo de servicios ambulatorios,activo,5,debito,150141,1
15014107,IVA asumido en Equipo de servicios ambul,activo,5,debito,150141,1
150142,Otros equipos médicos-científico,activo,4,debito,1501,0
15014206,Otros equipos médicos-científico,activo,5,debito,150142,1
15014207,IVA asumido en otros equipos médicos-cie,activo,5,debito,150142,1
150143,Dotación de clínicas y restaurantes-mobi,activo,4,debito,1501,0
15014306,Dotación de clínicas y restaurantes-mobi,activo,5,debito,150143,1
15014307,IVA asumido en dotación de clínicas y re,activo,5,debito,150143,1
150148,Equipo de transporte-autos. camionetas y,activo,4,debito,1501,0
15014806,Equipo de transporte-autos. camionetas y,activo,5,debito,150148,1
15014807,IVA asumido en Equipo de transporte-auto,activo,5,debito,150148,1
150149,Equipo de transporte-ambulancias,activo,4,debito,1501,0
15014906,Equipo de transporte-ambulancias,activo,5,debito,150149,1
15014907,IVA asumido en Equipo de transporte-ambu,activo,5,debito,150149,1
1503,Depreciación acumulada propiedad planta,activo,3,debito,15,0
150301,Construcciones y edificaciones,activo,4,debito,1503,0
15030106,Construcciones y edificaciones,activo,5,debito,150301,1
15030107,IVA asumido en construcciones y edificac,activo,5,debito,150301,1
15030108,Construcciones y edificaciones - Depreci,activo,5,debito,150301,1
150302,Maquinaria y equipo,activo,4,debito,1503,0
15030206,Maquinaria y equipo,activo,5,debito,150302,1
15030207,IVA asumido en Maquinaria y equipo,activo,5,debito,150302,1
15030208,Maquinaria y equipo - Depreciacion,activo,5,debito,150302,1
150303,Equipo de oficina,activo,4,debito,1503,0
15030306,Equipo de oficina,activo,5,debito,150303,1
15030307,IVA asumido en Equipo de oficina,activo,5,debito,150303,1
15030308,Equipo de oficina - Depreciacion,activo,5,debito,150303,1
150304,Equipo de computación y comunicación,activo,4,debito,1503,0
15030406,Equipo de computación y comunicación,activo,5,debito,150304,1
15030407,IVA asumido en Equipo de computación y c,activo,5,debito,150304,1
15030408,Equipo computo y comunicacion - Deprecia,activo,5,debito,150304,1
150305,Equipo médico científico,activo,4,debito,1503,0
15030506,Equipo médico científico,activo,5,debito,150305,1
15030507,IVA asumido en Equipo médico científico,activo,5,debito,150305,1
15030508,Equipo médico científico - Depreciacion,activo,5,debito,150305,1
150306,Dotación de clínicas y restaurantes,activo,4,debito,1503,0
15030606,Dotación de clínicas y restaurantes,activo,5,debito,150306,1
15030607,IVA asumido en Dotación de clínicas y re,activo,5,debito,150306,1
15030608,Dotacion clinicas y restaurantes - Depre,activo,5,debito,150306,1
150307,Equipo de transporte,activo,4,debito,1503,0
15030706,Equipo de transporte,activo,5,debito,150307,1
15030707,IVA asumido en Equipo de transporte,activo,5,debito,150307,1
15030708,Equipo de transporte - Depreciacion,activo,5,debito,150307,1
1505,Deterioro / Baja acumulado PPYE,activo,3,debito,15,0
150501,Construcciones y edificaciones,activo,4,debito,1505,0
15050106,Construcciones y edificaciones,activo,5,debito,150501,1
150502,Maquinaria y equipo,activo,4,debito,1505,0
15050206,Maquinaria y equipo,activo,5,debito,150502,1
150503,Equipo de oficina,activo,4,debito,1505,0
15050306,Equipo de oficina,activo,5,debito,150503,1
150504,Equipo de computación y comunicación,activo,4,debito,1505,0
15050406,Equipo de computación y comunicación,activo,5,debito,150504,1
150505,Equipo médico científico,activo,4,debito,1505,0
15050506,Equipo médico científico,activo,5,debito,150505,1
150506,Dotación de clínicas y restaurantes,activo,4,debito,1505,0
15050606,Dotación de clínicas y restaurantes,activo,5,debito,150506,1
150507,Equipo de transporte,activo,4,debito,1505,0
15050706,Equipo de transporte,activo,5,debito,150507,1
150508,Terrenos,activo,4,debito,1505,0
15050806,Terrenos,activo,5,debito,150508,1
17,ACTIVOS INTANGIBLES Y DIFERIDOS,activo,2,debito,1,0
1701,Activos intangibles al costo,activo,3,debito,17,0
170101,Marcas comerciales,activo,4,debito,1701,0
17010106,Marcas comerciales,activo,5,debito,170101,1
170103,Activos diferidos,activo,4,debito,1701,0
17010306,Seguros,activo,5,debito,170103,1
17010307,Licencias,activo,5,debito,170103,1
17010308,Mejoras en propiedad ajena,activo,5,debito,170103,1
17010309,Otros activos diferidos,activo,5,debito,170103,1
17010310,Iva Asumido 19%,activo,5,debito,170103,1
170105,Derechos de propiedad intelectual. paten,activo,4,debito,1701,0
17010506,Derechos de propiedad intelectual. paten,activo,5,debito,170105,1
1703,Amortización acumulada de activos intang,activo,3,debito,17,0
170301,Marcas comerciales,activo,4,debito,1703,0
17030106,Marcas comerciales,activo,5,debito,170301,1
1705,Deterioro acumulado de activos intangibl,activo,3,debito,17,0
170501,Marcas comerciales,activo,4,debito,1705,0
17050106,Marcas comerciales,activo,5,debito,170501,1
2,PASIVOS,pasivo,1,credito,,0
21,PASIVOS FINANCIEROS,pasivo,2,credito,2,0
2102,Obligaciones financieras al costo amorti,pasivo,3,credito,21,0
210201,Bancos nacionales-sobregiros bancario,pasivo,4,credito,2102,0
21020106,Bancos nacionales-sobregiros bancario,pasivo,5,credito,210201,1
210202,Bancos nacionales-pagares,pasivo,4,credito,2102,0
21020206,Bancos nacionales-pagares,pasivo,5,credito,210202,1
210205,Corporaciones financieras-pagares,pasivo,4,credito,2102,0
21020506,Corporaciones financieras-pagares,pasivo,5,credito,210205,1
210211,Entidades financieras del exterior-opera,pasivo,4,credito,2102,0
21021106,Entidades financieras del exterior-opera,pasivo,5,credito,210211,1
210212,Otras obligaciones-particulares,pasivo,4,credito,2102,0
21021206,Otras obligaciones-particulares,pasivo,5,credito,210212,1
210213,Otras obligaciones-compañias vinculadas,pasivo,4,credito,2102,0
21021306,Otras obligaciones-compañias vinculadas,pasivo,5,credito,210213,1
2105,Cuentas por pagar-al costo,pasivo,3,credito,21,0
210501,Proveedores nacionales -bienes y servici,pasivo,4,credito,2105,0
21050106,Proveedores nacionales -bienes y servici,pasivo,5,credito,210501,1
210502,Proveedores nacionales -prestadores de s,pasivo,4,credito,2105,0
21050206,Proveedores nacionales -prestadores de s,pasivo,5,credito,210502,1
210503,Proveedores nacionales -usuarios,pasivo,4,credito,2105,0
21050306,Proveedores nacionales -usuarios,pasivo,5,credito,210503,1
210506,Proveedores del exterior-bienes y servic,pasivo,4,credito,2105,0
21050606,Proveedores del exterior-bienes y servic,pasivo,5,credito,210506,1
2109,Cuentas por pagar a vinculados economico,pasivo,3,credito,21,0
210901,Cuentas por pagar -partes relacionadas,pasivo,4,credito,2109,0
21090106,Cuentas por pagar -partes relacionadas,pasivo,5,credito,210901,1
210904,Cuentas por pagar - asociadas,pasivo,4,credito,2109,0
21090406,Cuentas por pagar - asociadas,pasivo,5,credito,210904,1
2113,Cuentas por pagar con contratistas -al c,pasivo,3,credito,21,0
211301,Cuentas por pagar a contratistas naciona,pasivo,4,credito,2113,0
21130106,Cuentas por pagar a contratistas naciona,pasivo,5,credito,211301,1
2120,Costos y gastos por pagar al costo,pasivo,3,credito,21,0
212001,Gastos legales,pasivo,4,credito,2120,0
21200106,Gastos legales,pasivo,5,credito,212001,1
212002,Libros. suscripciones. periódicos y revi,pasivo,4,credito,2120,0
21200206,Libros. suscripciones. periódicos y revi,pasivo,5,credito,212002,1
212003,Comisiones,pasivo,4,credito,2120,0
21200306,Comisiones,pasivo,5,credito,212003,1
212004,Honorarios,pasivo,4,credito,2120,0
21200406,Honorarios,pasivo,5,credito,212004,1
212005,Servicios técnicos,pasivo,4,credito,2120,0
21200506,Servicios técnicos,pasivo,5,credito,212005,1
212006,Servicios de mantenimiento,pasivo,4,credito,2120,0
21200606,Servicios de mantenimiento,pasivo,5,credito,212006,1
212007,Arrendamientos,pasivo,4,credito,2120,0
21200706,Arrendamiento operativo,pasivo,5,credito,212007,1
212009,Transportes. fletes y acarreos,pasivo,4,credito,2120,0
21200906,Transportes. fletes y acarreos,pasivo,5,credito,212009,1
212010,Servicios públicos,pasivo,4,credito,2120,0
21201006,Servicios públicos,pasivo,5,credito,212010,1
212011,Seguros,pasivo,4,credito,2120,0
21201106,Seguros,pasivo,5,credito,212011,1
212012,Gastos de viaje,pasivo,4,credito,2120,0
21201206,Gastos de viaje,pasivo,5,credito,212012,1
212013,Gastos de representación y relaciones pu,pasivo,4,credito,2120,0
21201306,Gastos de representación y relaciones pu,pasivo,5,credito,212013,1
212014,Servicios aduaneros,pasivo,4,credito,2120,0
21201406,Servicios aduaneros,pasivo,5,credito,212014,1
212015,Papelería y útiles de oficina,pasivo,4,credito,2120,0
21201506,Papelería y útiles de oficina,pasivo,5,credito,212015,1
212016,Otros costos y gastos por pagar,pasivo,4,credito,2120,0
21201606,Otros costos y gastos por pagar,pasivo,5,credito,212016,1
21201607,CxP construcciones,pasivo,5,credito,212016,1
21201608,CxP no deducibles por soporte,pasivo,5,credito,212016,1
2124,Acreedores oficiales al costo,pasivo,3,credito,21,0
212401,Gobierno nacional,pasivo,4,credito,2124,0
21240106,Gobierno nacional,pasivo,5,credito,212401,1
212402,Entidades oficiales,pasivo,4,credito,2124,0
21240206,Entidades oficiales,pasivo,5,credito,212402,1
212403,Entidades territoriales,pasivo,4,credito,2124,0
21240306,Entidades territoriales,pasivo,5,credito,212403,1
2127,Cuentas por pagar con socios o accionist,pasivo,3,credito,21,0
212702,Otras cuentas por pagar con accionistas,pasivo,4,credito,2127,0
21270206,Otras cuentas por pagar con accionistas,pasivo,5,credito,212702,1
2130,Dividendos y participaciones por pagar a,pasivo,3,credito,21,0
213002,Dividendos por pagar,pasivo,4,credito,2130,0
21300206,Dividendos por pagar,pasivo,5,credito,213002,1
2131,Retenciones y aportes de nomina,pasivo,3,credito,21,0
213101,Aportes a seguridad social en salud,pasivo,4,credito,2131,0
21310106,Aportes a EPS,pasivo,5,credito,213101,1
21310107,Aportes a pensión,pasivo,5,credito,213101,1
213102,Aportes a ARP,pasivo,4,credito,2131,0
21310206,Aportes a ARP,pasivo,5,credito,213102,1
213103,Aportes al icbf. sena y cajas de compens,pasivo,4,credito,2131,0
21310306,Aportes al icbf. sena y cajas de compens,pasivo,5,credito,213103,1
213104,Aportes a fondos pensiónales,pasivo,4,credito,2131,0
21310406,Aportes a fondos pensiónales,pasivo,5,credito,213104,1
213105,Embargos judiciales,pasivo,4,credito,2131,0
21310506,Embargos judiciales,pasivo,5,credito,213105,1
213106,Libranzas,pasivo,4,credito,2131,0
21310606,Libranzas,pasivo,5,credito,213106,1
213108,Cooperativas,pasivo,4,credito,2131,0
21310806,Cooperativas,pasivo,5,credito,213108,1
213109,Fondos,pasivo,4,credito,2131,0
21310906,Fondos Solidaridad pensional - FSP,pasivo,5,credito,213109,1
213110,Otros,pasivo,4,credito,2131,0
21311006,Otros,pasivo,5,credito,213110,1
2132,Acreedores varios al costo amortizado,pasivo,3,credito,21,0
213201,Otros,pasivo,4,credito,2132,0
21320106,CxP entre compañias,pasivo,5,credito,213201,1
21320107,Otras CxP,pasivo,5,credito,213201,1
22,IMPUESTOS. GRAVAMENES Y TASAS,pasivo,2,credito,2,0
2201,Retencion en la fuente,pasivo,3,credito,22,0
220101,Salarios y pagos laborales,pasivo,4,credito,2201,0
22010101,Salarios y pagos laborales,pasivo,5,credito,220101,1
22010102,Retencion servicios personales art.383,pasivo,5,credito,220101,1
22010106,Salarios y pagos laborales,pasivo,5,credito,220101,1
22010107,Indemnizaciones laborales,pasivo,5,credito,220101,1
22010108,Retenciones servicios personales art. 38,pasivo,5,credito,220101,1
220102,Dividendos y/o participaciones,pasivo,4,credito,2201,0
22010206,Dividendos y/o participaciones,pasivo,5,credito,220102,1
220103,Honorarios,pasivo,4,credito,2201,0
22010306,Honorarios 10%,pasivo,5,credito,220103,1
22010307,Honorarios 11%,pasivo,5,credito,220103,1
220104,Comisiones,pasivo,4,credito,2201,0
22010406,Comisiones 10%,pasivo,5,credito,220104,1
22010407,Comisiones 11%,pasivo,5,credito,220104,1
220105,Servicios,pasivo,4,credito,2201,0
22010506,Servicios de salud 2%,pasivo,5,credito,220105,1
22010507,Servicios 4%,pasivo,5,credito,220105,1
22010508,Servicios 6%,pasivo,5,credito,220105,1
22010509,Servicios informaticos 3.5%,pasivo,5,credito,220105,1
22010510,Servicios de restaurante 3.5%,pasivo,5,credito,220105,1
22010511,Servicio de transporte de pasajeros 3.5%,pasivo,5,credito,220105,1
22010512,Servicio de transporte de carga 1%,pasivo,5,credito,220105,1
22010513,Servicios de aseo y vigilancia 2% AIU,pasivo,5,credito,220105,1
220106,Arrendamientos,pasivo,4,credito,2201,0
22010606,Arrendamientos inmuebles 3.5%,pasivo,5,credito,220106,1
22010607,Arrendamiento muebles 4%,pasivo,5,credito,220106,1
220107,Rendimientos financieros,pasivo,4,credito,2201,0
22010706,Rendimientos financieros 7%,pasivo,5,credito,220107,1
220108,Compras,pasivo,4,credito,2201,0
22010806,Compras 2.5%,pasivo,5,credito,220108,1
22010807,Compras 3.5%,pasivo,5,credito,220108,1
22010808,Compra de combustible 0.10%,pasivo,5,credito,220108,1
220109,Loterías. rifas. apuestas y similares,pasivo,4,credito,2201,0
22010906,Loterías. rifas. apuestas y similares 2%,pasivo,5,credito,220109,1
220110,Por pagos al exterior,pasivo,4,credito,2201,0
22011006,Por pagos al exterior 20%,pasivo,5,credito,220110,1
220111,Por ingresos obtenidos en el exterior,pasivo,4,credito,2201,0
22011106,Por ingresos obtenidos en el exterior,pasivo,5,credito,220111,1
220112,Pagos retencion en la fuente,pasivo,4,credito,2201,0
22011201,Pagos por retención en la fuente,pasivo,5,credito,220112,1
22011202,Pagos retencion en la fuente,pasivo,5,credito,220112,1
220113,Contratos de construccion,pasivo,4,credito,2201,0
22011306,Contratos de construccion 2%,pasivo,5,credito,220113,1
220114,Autorretenciones,pasivo,4,credito,2201,0
22011406,Autorretenciones 1.1%,pasivo,5,credito,220114,1
22011407,Autorretencion por pagar 1.1%,pasivo,5,credito,220114,1
