codigo,nombre,descripcion
C965,HISTIOCITOSIS DE CELULAS DE LANGERHANS MULTIFOCAL Y UNISISTEMICA,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES"
C966,HISTIOCITOSIS DE CELULAS DE LANGERHANS UNIFOCAL,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES"
C967,"OTROS TUMORES MALIGNOS ESPECIFICADOS DEL TEJIDO LINFATICO, HEMATOPOYETICO Y TEJIDOS AFINES","OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES"
C968,SARCOMA HISTIOCITICO,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES"
C969,"TUMOR MALIGNO DEL TEJIDO LINFATICO, HEMATOPOYETICO Y TEJIDOS AFINES, SIN OTRA ESPECIFICACION","OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES"
C97X,TUMORES MALIGNOS (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES,TUMORES MALIGNOS (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES
D000,"CARCINOMA IN SITU DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE","CARCINOMA IN SITU DE LA CAVIDAD BUCAL, DEL ESOFAGO Y DEL ESTOMAGO"
D001,CARCINOMA IN SITU DEL ESOFAGO,"CARCINOMA IN SITU DE LA CAVIDAD BUCAL, DEL ESOFAGO Y DEL ESTOMAGO"
D002,CARCINOMA IN SITU DEL ESTOMAGO,"CARCINOMA IN SITU DE LA CAVIDAD BUCAL, DEL ESOFAGO Y DEL ESTOMAGO"
D010,CARCINOMA IN SITU DEL COLON,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D011,CARCINOMA IN SITU DE LA UNION RECTOSIGMOIDEA,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D012,CARCINOMA IN SITU DEL RECTO,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D013,CARCINOMA IN SITU DEL ANO Y DEL CONDUCTO ANAL,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D014,CARCINOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D015,"CARCINOMA IN SITU DEL HIGADO, DE LA VESICULA BILIAR Y DEL CONDUCTO BILIAR",CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D017,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DE ORGANOS DIGESTIVOS,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D019,CARCINOMA IN SITU DE ORGANOS DIGESTIVOS NO ESPECIFICADOS,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D020,CARCINOMA IN SITU DE LA LARINGE,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OIDO MEDIO
D021,CARCINOMA IN SITU DE LA TRAQUEA,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OIDO MEDIO
D022,CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMON,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OIDO MEDIO
D023,CARCINOMA IN SITU DE OTRAS PARTES DEL SISTEMA RESPIRATORIO,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OIDO MEDIO
D024,CARCINOMA IN SITU DE ORGANOS RESPIRATORIOS NO ESPECIFICADOS,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OIDO MEDIO
D030,MELANOMA IN SITU DEL LABIO,MELANOMA IN SITU
D031,MELANOMA IN SITU DEL PARPADO Y DE LA COMISURA PALPEBRAL,MELANOMA IN SITU
D032,MELANOMA IN SITU DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,MELANOMA IN SITU
D033,MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,MELANOMA IN SITU
D034,MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO,MELANOMA IN SITU
D035,MELANOMA IN SITU DEL TRONCO,MELANOMA IN SITU
D036,"MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",MELANOMA IN SITU
D037,"MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",MELANOMA IN SITU
D038,MELANOMA IN SITU DE OTROS SITIOS,MELANOMA IN SITU
D039,"MELANOMA IN SITU, SITIO NO ESPECIFICADO",MELANOMA IN SITU
D040,CARCINOMA IN SITU DE LA PIEL DEL LABIO,CARCINOMA IN SITU DE LA PIEL
D041,CARCINOMA IN SITU DE LA PIEL DEL PARPADO Y DE LA COMISURA PALPEBRAL,CARCINOMA IN SITU DE LA PIEL
D042,CARCINOMA IN SITU DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,CARCINOMA IN SITU DE LA PIEL
D043,CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,CARCINOMA IN SITU DE LA PIEL
D044,CARCINOMA IN SITU DE LA PIEL DEL CUERO CABELLUDO Y CUELLO,CARCINOMA IN SITU DE LA PIEL
D045,CARCINOMA IN SITU DE LA PIEL DEL TRONCO,CARCINOMA IN SITU DE LA PIEL
D046,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",CARCINOMA IN SITU DE LA PIEL
D047,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",CARCINOMA IN SITU DE LA PIEL
D048,CARCINOMA IN SITU DE LA PIEL DE OTROS SITIOS ESPECIFICADOS,CARCINOMA IN SITU DE LA PIEL
D049,"CARCINOMA IN SITU DE LA PIEL, SITIO NO ESPECIFICADO",CARCINOMA IN SITU DE LA PIEL
D050,CARCINOMA IN SITU LOBULAR,CARCINOMA IN SITU DE LA MAMA
D051,CARCINOMA IN SITU INTRACANALICULAR,CARCINOMA IN SITU DE LA MAMA
D057,OTROS CARCINOMAS IN SITU DE LA MAMA,CARCINOMA IN SITU DE LA MAMA
D059,"CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA",CARCINOMA IN SITU DE LA MAMA
D060,CARCINOMA IN SITU DEL ENDOCERVIX,CARCINOMA IN SITU DEL CUELLO DEL UTERO
D061,CARCINOMA IN SITU DEL EXOCERVIX,CARCINOMA IN SITU DEL CUELLO DEL UTERO
D067,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL UTERO,CARCINOMA IN SITU DEL CUELLO DEL UTERO
D069,"CARCINOMA IN SITU DEL CUELLO DEL UTERO, PARTE NO ESPECIFICADA",CARCINOMA IN SITU DEL CUELLO DEL UTERO
D070,CARCINOMA IN SITU DEL ENDOMETRIO,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
D071,CARCINOMA IN SITU DE LA VULVA,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
D072,CARCINOMA IN SITU DE LA VAGINA,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
D073,CARCINOMA IN SITU DE OTROS SITIOS DE ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
D074,CARCINOMA IN SITU DEL PENE,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
D075,CARCINOMA IN SITU DE LA PROSTATA,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
D076,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
D090,CARCINOMA IN SITU DE LA VEJIGA,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D091,CARCINOMA IN SITU DE OTROS ORGANOS URINARIOS Y DE LOS NO ESPECIFICADOS,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D092,CARCINOMA IN SITU DEL OJO,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D093,CARCINOMA IN SITU DE LA GLANDULA TIROIDES Y DE OTRAS GLANDULAS ENDOCRINAS,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D097,CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D099,"CARCINOMA IN SITU, SITIO NO ESPECIFICADO",CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D100,TUMOR BENIGNO DEL LABIO,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D101,TUMOR BENIGNO DE LA LENGUA,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D102,TUMOR BENIGNO DEL PISO DE LA BOCA,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D103,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D104,TUMOR BENIGNO DE LA AMIGDALA,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D105,TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D106,TUMOR BENIGNO DE LA NASOFARINGE,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D107,TUMOR BENIGNO DE LA HIPOFARINGE,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D109,"TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA",TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D110,TUMOR BENIGNO DE LA GLANDULA PAROTIDA,TUMOR BENIGNO DE LAS GLANDULAS SALIVALES MAYORES
D117,TUMOR BENIGNO DE OTRAS GLANDULAS SALIVALES MAYORES ESPECIFICADAS,TUMOR BENIGNO DE LAS GLANDULAS SALIVALES MAYORES
D119,"TUMOR BENIGNO DE LA GLANDULA SALIVAL MAYOR, SIN OTRA ESPECIFICACION",TUMOR BENIGNO DE LAS GLANDULAS SALIVALES MAYORES
D120,TUMOR BENIGNO DEL CIEGO,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D121,TUMOR BENIGNO DEL APENDICE,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D122,TUMOR BENIGNO DEL COLON ASCENDENTE,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D123,TUMOR BENIGNO DEL COLON TRANSVERSO,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D124,TUMOR BENIGNO DEL COLON DESCENDENTE,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D125,TUMOR BENIGNO DEL COLON SIGMOIDE,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D126,"TUMOR BENIGNO DEL COLON, PARTE NO ESPECIFICADA","TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D127,TUMOR BENIGNO DE LA UNION RECTOSIGMOIDEA,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D128,TUMOR BENIGNO DEL RECTO,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D129,TUMOR BENIGNO DEL CONDUCTO ANAL Y DEL ANO,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D130,TUMOR BENIGNO DEL ESOFAGO,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D131,TUMOR BENIGNO DEL ESTOMAGO,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D132,TUMOR BENIGNO DEL DUODENO,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D133,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO DELGADO,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D134,TUMOR BENIGNO DEL HIGADO,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D135,TUMOR BENIGNO DE LAS VIAS BILIARES EXTRAHEPATICAS,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D136,TUMOR BENIGNO DEL PANCREAS,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D137,TUMOR BENIGNO DEL PANCREAS ENDOCRINO,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D139,TUMOR BENIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA DIGESTIVO,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D140,"TUMOR BENIGNO DEL OIDO MEDIO, DE LA CAVIDAD NASAL Y DE LOS SENOS PARANASALES",TUMOR BENIGNO DEL OIDO MEDIO Y DEL SISTEMA RESPIRATORIO
D141,TUMOR BENIGNO DE LA LARINGE,TUMOR BENIGNO DEL OIDO MEDIO Y DEL SISTEMA RESPIRATORIO
D142,TUMOR BENIGNO DE LA TRAQUEA,TUMOR BENIGNO DEL OIDO MEDIO Y DEL SISTEMA RESPIRATORIO
D143,TUMOR BENIGNO DE LOS BRONQUIOS Y DEL PULMON,TUMOR BENIGNO DEL OIDO MEDIO Y DEL SISTEMA RESPIRATORIO
D144,"TUMOR BENIGNO DEL SISTEMA RESPIRATORIO, SITIO NO ESPECIFICADO",TUMOR BENIGNO DEL OIDO MEDIO Y DEL SISTEMA RESPIRATORIO
D150,TUMOR BENIGNO DEL TIMO,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS Y DE LOS NO ESPECIFICADOS
D151,TUMOR BENIGNO DEL CORAZON,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS Y DE LOS NO ESPECIFICADOS
D152,TUMOR BENIGNO DEL MEDIASTINO,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS Y DE LOS NO ESPECIFICADOS
D157,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS ESPECIFICADOS,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS Y DE LOS NO ESPECIFICADOS
D159,TUMOR BENIGNO DE ORGANO INTRATORACICO NO ESPECIFICADO,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS Y DE LOS NO ESPECIFICADOS
D160,TUMOR BENIGNO DEL OMOPLATO Y HUESOS LARGOS DEL MIEMBRO SUPERIOR,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D161,TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D162,TUMOR BENIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D163,TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D164,TUMOR BENIGNO DE LOS HUESOS DEL CRANEO Y DE LA CARA,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D165,TUMOR BENIGNO DEL MAXILAR INFERIOR,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D166,TUMOR BENIGNO DE LA COLUMNA VERTEBRAL,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D167,"TUMOR BENIGNO DE LAS COSTILLAS, ESTERNON Y CLAVICULA",TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D168,"TUMOR BENIGNO DE LOS HUESOS PELVICOS, SACRO Y COCCIX",TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D169,"TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR, SITIO NO ESPECIFICADO",TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
D170,"TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE CABEZA, CARA Y CUELLO",TUMORES BENIGNOS LIPOMATOSOS
D171,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DEL TRONCO,TUMORES BENIGNOS LIPOMATOSOS
D172,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE MIEMBROS,TUMORES BENIGNOS LIPOMATOSOS
D173,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,TUMORES BENIGNOS LIPOMATOSOS
D174,TUMOR BENIGNO LIPOMATOSO DE LOS ORGANOS INTRATORACICOS,TUMORES BENIGNOS LIPOMATOSOS
D175,TUMOR BENIGNO LIPOMATOSO DE LOS ORGANOS INTRAABDOMINALES,TUMORES BENIGNOS LIPOMATOSOS
D176,TUMOR BENIGNO LIPOMATOSO DEL CORDON ESPERMATICO,TUMORES BENIGNOS LIPOMATOSOS
D177,TUMOR BENIGNO LIPOMATOSO DE OTROS SITIOS ESPECIFICADOS,TUMORES BENIGNOS LIPOMATOSOS
D179,"TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO",TUMORES BENIGNOS LIPOMATOSOS
D180,"HEMANGIOMA, DE CUALQUIER SITIO",HEMANGIOMA Y LINFANGIOMA DE CUALQUIER SITIO
D181,"LINFANGIOMA, DE CUALQUIER SITIO",HEMANGIOMA Y LINFANGIOMA DE CUALQUIER SITIO
D190,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE LA PLEURA,TUMORES BENIGNOS DEL TEJIDO MESOTELIAL
D191,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO,TUMORES BENIGNOS DEL TEJIDO MESOTELIAL
D197,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE OTROS SITIOS ESPECIFICADOS,TUMORES BENIGNOS DEL TEJIDO MESOTELIAL
D199,"TUMOR BENIGNO DEL TEJIDO MESOTELIAL, DE SITIO NO ESPECIFICADO",TUMORES BENIGNOS DEL TEJIDO MESOTELIAL
D200,TUMOR BENIGNO DEL RETROPERITONEO,TUMOR BENIGNO DEL TEJIDO BLANDO DEL PERITONEO Y DEL RETROPERITONEO
D201,TUMOR BENIGNO DEL PERITONEO,TUMOR BENIGNO DEL TEJIDO BLANDO DEL PERITONEO Y DEL RETROPERITONEO
D210,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DE CABEZA, CARA Y CUELLO",OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y TEJIDOS BLANDOS
D211,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y TEJIDOS BLANDOS
D212,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y TEJIDOS BLANDOS
D213,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TORAX,OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y TEJIDOS BLANDOS
D214,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL ABDOMEN,OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y TEJIDOS BLANDOS
D215,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DE LA PELVIS,OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y TEJIDOS BLANDOS
D216,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL TRONCO, SIN OTRA ESPECIFICACION",OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y TEJIDOS BLANDOS
D219,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO",OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y TEJIDOS BLANDOS
D220,NEVO MELANOCITICO DEL LABIO,NEVO MELANOCITICO
D221,"NEVO MELANOCITICO DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL",NEVO MELANOCITICO
D222,NEVO MELANOCITICO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,NEVO MELANOCITICO
D223,NEVO MELANOCITICO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,NEVO MELANOCITICO
D224,NEVO MELANOCITICO DEL CUERO CABELLUDO Y DEL CUELLO,NEVO MELANOCITICO
D225,NEVO MELANOCITICO DEL TRONCO,NEVO MELANOCITICO
D226,"NEVO MELANOCITICO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NEVO MELANOCITICO
D227,"NEVO MELANOCITICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NEVO MELANOCITICO
D229,"NEVO MELANOCITICO, SITIO NO ESPECIFICADO",NEVO MELANOCITICO
D230,TUMOR BENIGNO DE LA PIEL DEL LABIO,OTROS TUMORES BENIGNOS DE LA PIEL
D231,"TUMOR BENIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL",OTROS TUMORES BENIGNOS DE LA PIEL
D232,TUMOR BENIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,OTROS TUMORES BENIGNOS DE LA PIEL
D233,TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,OTROS TUMORES BENIGNOS DE LA PIEL
D234,TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO,OTROS TUMORES BENIGNOS DE LA PIEL
D235,TUMOR BENIGNO DE LA PIEL DEL TRONCO,OTROS TUMORES BENIGNOS DE LA PIEL
D236,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",OTROS TUMORES BENIGNOS DE LA PIEL
D237,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",OTROS TUMORES BENIGNOS DE LA PIEL
D239,"TUMOR BENIGNO DE LA PIEL, SITIO NO ESPECIFICADO",OTROS TUMORES BENIGNOS DE LA PIEL
D24X,TUMOR BENIGNO DE LA MAMA,TUMOR BENIGNO DE LA MAMA
D250,LEIOMIOMA SUBMUCOSO DEL UTERO,LEIOMIOMA DEL UTERO
D251,LEIOMIOMA INTRAMURAL DEL UTERO,LEIOMIOMA DEL UTERO
D252,LEIOMIOMA SUBSEROSO DEL UTERO,LEIOMIOMA DEL UTERO
D259,"LEIOMIOMA DEL UTERO, SIN OTRA ESPECIFICACION",LEIOMIOMA DEL UTERO
D260,TUMOR BENIGNO DEL CUELLO DEL UTERO,OTROS TUMORES BENIGNOS DEL UTERO
D261,TUMOR BENIGNO DEL CUERPO DEL UTERO,OTROS TUMORES BENIGNOS DEL UTERO
D267,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL UTERO,OTROS TUMORES BENIGNOS DEL UTERO
D269,"TUMOR BENIGNO DEL UTERO, PARTE NO ESPECIFICADA",OTROS TUMORES BENIGNOS DEL UTERO
D27X,TUMOR BENIGNO DEL OVARIO,TUMOR BENIGNO DEL OVARIO
D280,TUMOR BENIGNO DE LA VULVA,TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D281,TUMOR BENIGNO DE LA VAGINA,TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D282,TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS,TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D287,TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS DE LOS ORGANOS GENITALES FEMENINOS,TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D289,"TUMOR BENIGNO DE ORGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO",TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D290,TUMOR BENIGNO DEL PENE,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D291,TUMOR BENIGNO DE LA PROSTATA,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D292,TUMOR BENIGNO DE LOS TESTICULOS,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D293,TUMOR BENIGNO DEL EPIDIDIMO,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D294,TUMOR BENIGNO DEL ESCROTO,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D297,TUMOR BENIGNO DE OTROS ORGANOS GENITALES MASCULINOS,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D299,"TUMOR BENIGNO DE ORGANO GENITAL MASCULINO, SITIO NO ESPECIFICADO",TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D300,TUMOR BENIGNO DEL RINON,TUMOR BENIGNO DE LOS ORGANOS URINARIOS
